fluxdate,fluxobsflux
20210804,70.8
20210804,72.4
20210805,72.9
20210805,74.3
20210805,74.0
20210806,74.3
20210806,74.4
20210806,74.3
20210807,73.6
20210807,73.7
20210807,73.9
20210808,73.2
20210808,73.5
20210808,73.3
20210809,72.5
20210809,73.0
20210809,73.6
20210810,72.5
20210810,73.3
20210810,72.7
20210811,73.2
20210811,73.8
20210811,74.8
20210812,73.5
20210812,73.6
20210812,73.6
20210813,73.2
20210813,72.9
20210813,73.1
20210814,74.0
20210814,72.6
20210814,74.4
20210815,74.3
20210815,74.6
20210815,75.3
20210816,74.3
20210816,74.4
20210816,74.2
20210817,73.4
20210817,73.1
20210817,73.3
20210818,74.4
20210818,75.3
20210818,74.6
20210819,74.5
20210819,74.9
20210819,75.5
20210820,78.5
20210820,77.7
20210820,77.4
20210821,76.4
20210821,77.1
20210821,78.1
20210822,78.0
20210822,77.1
20210822,77.7
20210823,78.2
20210823,78.1
20210823,78.1
20210824,79.6
20210824,80.9
20210824,82.0
20210825,83.3
20210825,83.6
20210825,83.5
20210826,85.2
20210826,88.6
20210826,93.4
20210827,89.4
20210827,89.5
20210827,92.6
20210828,92.2
20210828,89.9
20210828,92.2
20210829,91.1
20210829,88.7
20210829,90.3
20210830,89.6
20210830,90.6
20210830,90.4
20210831,84.9
20210831,84.4
20210831,84.3
20210901,84.3
20210901,84.2
20210901,84.7
20210902,84.9
20210902,85.8
20210902,85.9
20210903,84.5
20210903,83.8
20210903,84.1
20210904,85.8
20210904,86.5
20210904,88.2
20210905,90.7
20210905,93.3
20210905,93.6
20210906,98.7
20210906,99.5
20210906,101.7
20210907,100.5
20210907,101.2
20210907,101.4
20210908,101.3
20210908,100.4
20210908,101.9
20210909,100.7
20210909,99.7
20210909,101.0
20210910,97.4
20210910,96.3
20210910,95.7
20210911,93.3
20210911,91.8
20210911,92.9
20210912,87.5
20210912,87.7
20210912,87.1
20210913,83.2
20210913,83.3
20210913,83.3
20210914,78.9
20210914,78.1
20210914,77.6
20210915,75.7
20210915,75.2
20210915,75.4
20210916,73.2
20210916,73.2
20210916,73.1
20210917,73.3
20210917,73.4
20210917,73.1
20210918,74.1
20210918,73.7
20210918,74.1
20210919,74.6
20210919,75.0
20210919,76.0
20210920,78.4
20210920,80.0
20210920,81.2
20210921,84.1
20210921,84.9
20210921,87.8
20210922,87.2
20210922,88.5
20210922,89.0
20210923,91.1
20210923,89.7
20210923,89.6
20210924,87.1
20210924,88.4
20210924,89.0
20210925,87.7
20210925,88.4
20210925,88.6
20210926,87.4
20210926,86.3
20210926,87.6
20210927,85.0
20210927,85.3
20210927,86.4
20210928,88.9
20210928,89.9
20210929,98.2
20210929,101.6
20210929,102.5
20210930,94.9
20210930,94.6
20210930,94.1
20211001,90.3
20211001,90.5
20211001,91.6
20211002,87.9
20211002,87.0
20211002,90.0
20211003,87.3
20211003,86.0
20211003,86.9
20211004,83.0
20211004,83.5
20211004,82.8
20211005,86.2
20211005,81.7
20211005,84.2
20211006,83.7
20211006,84.8
20211006,87.4
20211007,83.5
20211007,85.7
20211007,86.3
20211008,85.7
20211008,92.4
20211008,89.1
20211009,87.1
20211009,81.0
20211009,90.0
20211010,83.5
20211010,84.5
20211010,89.7
20211011,86.1
20211011,88.5
20211011,94.5
20211012,85.2
20211012,83.5
20211012,85.5
20211013,83.7
20211013,83.5
20211013,86.0
20211014,83.6
20211014,84.0
20211014,83.6
20211015,81.4
20211015,81.7
20211015,79.6
20211016,79.5
20211016,80.4
20211016,80.2
20211017,79.7
20211017,77.6
20211017,76.5
20211018,79.8
20211018,76.8
20211018,77.4
20211019,77.9
20211019,78.8
20211019,77.5
20211020,78.5
20211020,77.9
20211020,79.3
20211021,82.6
20211021,82.4
20211021,81.9
20211022,85.0
20211022,85.7
20211022,84.7
20211023,91.1
20211023,90.1
20211023,91.2
20211024,94.9
20211024,93.8
20211024,96.3
20211025,99.6
20211025,101.8
20211025,105.5
20211026,111.5
20211026,110.8
20211026,109.0
20211027,112.8
20211027,112.2
20211027,112.8
20211028,122.7
20211028,112.7
20211028,112.6
20211029,108.7
20211029,108.0
20211029,109.6
20211030,110.8
20211030,110.4
20211030,108.4
20211031,104.8
20211031,101.7
20211031,110.3
20211101,100.9
20211101,97.6
20211101,104.4
20211102,97.6
20211102,96.0
20211102,95.8
20211103,90.8
20211103,92.4
20211103,96.1
20211104,94.0
20211104,92.4
20211104,91.4
20211105,91.4
20211105,91.2
20211105,91.6
20211106,89.1
20211106,87.0
20211106,87.9
20211107,89.2
20211107,89.9
20211107,87.5
20211108,90.7
20211108,90.8
20211108,94.6
20211109,98.2
20211109,91.4
20211109,92.3
20211110,88.6
20211110,96.9
20211110,83.0
20211111,85.1
20211111,84.2
20211111,85.4
20211112,82.4
20211112,84.1
20211112,83.4
20211113,82.3
20211113,83.6
20211113,82.1
20211114,80.3
20211114,79.1
20211114,79.0
20211115,80.3
20211115,80.9
20211115,79.2
20211116,80.9
20211116,80.8
20211116,80.7
20211117,81.2
20211117,80.4
20211117,80.7
20211118,81.1
20211118,78.9
20211118,79.6
20211119,78.6
20211119,78.9
20211119,78.2
20211120,79.8
20211120,81.6
20211120,78.7
20211121,79.9
20211121,79.8
20211121,81.0
20211122,78.6
20211122,79.5
20211122,79.5
20211123,80.1
20211123,80.9
20211123,81.7
20211124,85.9
20211124,86.6
20211124,85.0
20211125,87.0
20211125,84.9
20211125,87.7
20211126,92.3
20211126,93.6
20211126,90.1
20211127,91.2
20211127,92.4
20211127,90.3
20211128,93.0
20211128,93.5
20211128,93.0
20211129,89.6
20211129,92.4
20211129,89.8
20211130,91.8
20211130,90.0
20211130,89.5
20211201,85.5
20211201,86.4
20211201,85.6
20211202,86.0
20211202,86.6
20211202,84.0
20211203,87.6
20211203,85.3
20211203,86.4
20211204,86.2
20211204,88.1
20211204,85.5
20211205,85.2
20211205,82.7
20211205,82.6
20211206,80.9
20211206,80.0
20211206,79.1
20211207,78.8
20211207,78.9
20211207,78.7
20211208,77.2
20211208,76.9
20211208,77.3
20211209,76.4
20211209,76.7
20211209,75.4
20211210,77.4
20211210,75.7
20211210,76.2
20211211,78.1
20211211,76.2
20211211,77.6
20211212,80.2
20211212,79.9
20211212,78.8
20211213,80.7
20211213,80.6
20211213,80.0
20211214,87.2
20211214,88.9
20211214,91.3
20211215,101.6
20211215,102.5
20211215,104.8
20211216,117.0
20211216,117.9
20211216,121.5
20211217,122.6
20211217,120.9
20211217,119.4
20211218,128.8
20211218,121.3
20211218,118.3
20211219,117.4
20211219,115.3
20211219,117.7
20211220,122.2
20211220,122.7
20211220,123.7
20211221,132.8
20211221,136.6
20211221,132.9
20211222,142.4
20211222,140.4
20211222,134.2
20211223,128.3
20211223,129.8
20211223,126.6
20211224,124.4
20211224,126.2
20211224,125.2
20211225,131.6
20211225,130.7
20211225,131.7
20211226,126.7
20211226,125.4
20211226,123.8
20211227,123.2
20211227,123.9
20211227,122.0
20211228,124.3
20211228,120.5
20211228,119.0
20211229,112.4
20211229,111.4
20211229,109.6
20211230,103.0
20211230,102.4
20211230,103.2
20211231,102.7
20211231,101.5
20211231,100.3
20220101,94.8
20220101,93.9
20220101,93.3
20220102,90.1
20220102,89.0
20220102,88.3
20220103,82.4
20220103,84.0
20220103,85.3
20220104,86.1
20220104,85.5
20220104,84.5
20220105,84.5
20220105,83.7
20220105,84.6
20220106,91.5
20220106,93.7
20220106,97.0
20220107,102.2
20220107,107.3
20220107,107.8
20220108,104.6
20220108,102.4
20220108,103.5
20220109,103.5
20220109,102.1
20220109,103.5
20220110,103.2
20220110,102.2
20220110,99.6
20220111,100.9
20220111,100.0
20220111,99.0
20220112,103.0
20220112,103.2
20220112,102.6
20220113,104.4
20220113,105.5
20220113,104.1
20220114,108.7
20220114,110.2
20220114,108.6
20220115,116.0
20220115,115.6
20220115,116.7
20220116,116.4
20220116,119.4
20220116,117.8
20220117,115.1
20220117,113.5
20220117,114.0
20220118,148.8
20220118,114.5
20220118,111.6
20220119,105.2
20220119,105.3
20220119,104.9
20220120,99.4
20220120,99.3
20220120,101.0
20220121,97.7
20220121,97.3
20220121,96.2
20220122,95.8
20220122,95.2
20220122,94.2
20220123,93.1
20220123,93.5
20220123,93.4
20220124,95.1
20220124,95.2
20220124,94.9
20220125,100.1
20220125,100.9
20220125,101.3
20220126,101.0
20220126,101.8
20220126,100.1
20220127,106.4
20220127,107.1
20220127,105.3
20220128,114.3
20220128,113.4
20220128,113.1
20220129,121.7
20220129,125.3
20220129,130.5
20220130,129.4
20220130,129.6
20220130,126.9
20220131,129.1
20220131,129.5
20220131,129.0
20220201,130.3
20220201,128.6
20220201,128.6
20220202,130.0
20220202,128.2
20220202,127.7
20220203,126.3
20220203,126.5
20220203,131.8
20220204,129.0
20220204,129.6
20220204,126.8
20220205,126.0
20220205,125.9
20220205,124.4
20220206,124.6
20220206,123.6
20220206,122.5
20220207,124.1
20220207,127.2
20220207,123.8
20220208,124.0
20220208,123.1
20220208,120.0
20220209,125.4
20220209,125.9
20220209,119.6
20220210,116.3
20220210,118.0
20220210,114.3
20220211,114.3
20220211,113.1
20220211,110.8
20220212,114.1
20220212,110.5
20220212,109.6
20220213,107.4
20220213,105.4
20220213,106.8
20220214,112.8
20220214,106.5
20220214,106.1
20220215,112.6
20220215,114.3
20220215,112.6
20220216,102.6
20220216,102.9
20220216,103.4
20220217,96.7
20220217,96.7
20220217,98.0
20220218,93.2
20220218,93.3
20220218,92.0
20220219,93.6
20220219,95.7
20220219,95.0
20220220,97.1
20220220,93.3
20220220,92.8
20220221,94.3
20220221,97.8
20220221,96.4
20220222,95.9
20220222,95.3
20220222,94.4
20220223,96.2
20220223,95.5
20220223,95.8
20220224,94.7
20220224,92.3
20220224,91.7
20220225,95.8
20220225,96.2
20220225,98.6
20220226,98.2
20220226,96.5
20220226,96.2
20220227,98.1
20220227,96.9
20220227,96.1
20220228,101.3
20220228,99.0
20220228,100.3
20220301,99.6
20220301,99.3
20220301,104.0
20220302,107.2
20220302,109.5
20220302,107.7
20220303,110.8
20220303,110.9
20220303,113.6
20220304,116.1
20220304,113.1
20220304,117.8
20220305,119.6
20220305,120.1
20220305,116.6
20220306,114.9
20220306,115.7
20220306,115.4
20220307,119.5
20220307,118.3
20220307,118.3
20220308,115.1
20220308,115.3
20220308,115.0
20220309,114.0
20220309,114.8
20220309,114.7
20220310,121.4
20220310,127.1
20220310,126.6
20220311,128.7
20220311,126.5
20220311,130.3
20220312,124.3
20220312,124.7
20220312,123.5
20220313,117.1
20220313,122.9
20220313,121.4
20220314,116.6
20220314,114.9
20220314,116.8
20220315,109.0
20220315,110.4
20220315,119.6
20220316,108.0
20220316,106.6
20220316,106.9
20220317,102.9
20220317,102.8
20220317,102.6
20220318,98.0
20220318,97.8
20220318,96.2
20220319,97.1
20220319,94.4
20220319,96.2
20220320,94.8
20220320,94.9
20220320,93.3
20220321,94.2
20220321,97.7
20220321,96.2
20220322,98.4
20220322,105.9
20220322,101.9
20220323,107.3
20220323,105.6
20220323,107.5
20220324,115.7
20220324,111.6
20220324,110.3
20220325,112.1
20220325,112.4
20220325,111.5
20220326,119.4
20220326,118.7
20220326,117.7
20220326,118.7
20220327,128.6
20220327,130.3
20220327,132.1
20220328,150.8
20220328,156.0
20220328,145.0
20220329,148.1
20220329,149.2
20220329,148.3
20220330,149.1
20220330,151.3
20220330,151.1
20220331,148.7
20220331,239.5
20220331,149.8
20220401,151.6
20220401,146.6
20220401,147.8
20220402,147.9
20220402,143.3
20220402,138.7
20220403,142.2
20220403,140.2
20220403,132.3
20220404,129.1
20220404,128.0
20220404,128.5
20220405,122.5
20220405,122.4
20220405,121.1
20220406,116.6
20220406,117.0
20220406,115.8
20220407,112.4
20220407,111.1
20220407,108.8
20220408,107.7
20220408,108.9
20220408,105.7
20220409,105.6
20220409,107.1
20220409,103.9
20220410,99.3
20220410,101.1
20220410,99.8
20220411,99.7
20220411,98.7
20220411,101.2
20220412,97.0
20220412,96.2
20220412,96.9
20220413,96.1
20220413,98.7
20220413,98.1
20220414,102.2
20220414,103.4
20220414,104.2
20220415,111.8
20220415,110.3
20220415,108.7
20220416,116.8
20220416,122.4
20220416,124.5
20220417,129.5
20220417,134.9
20220417,132.4
20220418,136.5
20220418,140.5
20220418,143.3
20220419,154.6
20220419,160.1
20220419,163.6
20220420,163.0
20220420,165.5
20220420,168.4
20220421,170.4
20220421,164.4
20220421,164.8
20220422,163.1
20220422,162.5
20220422,164.2
20220423,159.8
20220423,159.8
20220423,156.6
20220424,161.6
20220424,158.5
20220424,159.8
20220425,160.0
20220425,156.6
20220425,158.4
20220426,151.2
20220426,148.9
20220426,148.5
20220427,148.0
20220427,141.5
20220427,139.1
20220428,135.3
20220428,132.2
20220428,129.3
20220429,127.2
20220429,123.5
20220429,117.6
20220430,117.5
20220430,119.7
20220430,114.5
20220501,111.1
20220501,109.0
20220501,108.7
20220502,110.9
20220502,111.9
20220502,108.4
20220503,115.2
20220503,113.8
20220503,114.9
20220504,129.4
20220504,130.1
20220504,121.0
20220505,118.6
20220505,119.9
20220505,118.8
20220506,118.9
20220506,119.2
20220506,118.4
20220507,115.4
20220507,118.1
20220507,116.4
20220508,117.9
20220508,119.2
20220508,117.2
20220509,114.8
20220509,117.0
20220509,114.6
20220510,119.6
20220510,115.8
20220510,116.6
20220511,126.3
20220511,132.9
20220511,127.6
20220512,131.0
20220512,133.0
20220512,133.5
20220513,149.0
20220513,149.5
20220513,148.7
20220514,146.2
20220514,152.7
20220514,160.4
20220515,152.0
20220515,153.6
20220515,152.7
20220516,164.0
20220516,161.7
20220516,161.1
20220517,170.5
20220517,170.8
20220517,174.5
20220518,178.5
20220518,179.9
20220518,182.1
20220519,171.9
20220519,173.2
20220519,172.9
20220520,172.0
20220520,165.5
20220520,165.4
20220521,166.7
20220521,166.7
20220521,167.2
20220522,165.6
20220522,164.7
20220522,163.8
20220523,163.6
20220523,158.2
20220523,160.3
20220524,150.4
20220524,146.9
20220524,146.5
20220525,137.8
20220525,136.5
20220525,131.3
20220526,126.3
20220526,122.7
20220526,122.1
20220527,117.4
20220527,113.6
20220527,110.4
20220528,106.6
20220528,101.8
20220528,100.4
20220529,102.2
20220529,98.4
20220529,99.0
20220530,102.7
20220530,100.6
20220530,98.8
20220531,101.7
20220531,98.0
20220531,97.1
20220601,104.0
20220601,104.2
20220601,100.9
20220602,101.4
20220602,100.9
20220602,101.0
20220603,101.2
20220603,100.7
20220603,101.2
20220604,100.5
20220604,100.9
20220604,99.1
20220605,99.0
20220605,98.7
20220605,94.7
20220606,98.4
20220606,96.4
20220606,96.5
20220607,101.4
20220607,98.4
20220607,99.0
20220608,100.2
20220608,99.9
20220608,101.9
20220609,107.0
20220609,106.4
20220609,112.7
20220610,111.2
20220610,110.5
20220610,110.0
20220611,113.1
20220611,112.1
20220611,113.5
20220612,119.8
20220612,121.3
20220612,121.3
20220613,128.5
20220613,131.5
20220613,132.5
20220614,141.5
20220614,145.5
20220614,146.3
20220615,140.2
20220615,140.0
20220615,138.6
20220616,145.6
20220616,146.7
20220616,144.1
20220617,150.0
20220617,148.9
20220617,152.1
20220618,142.3
20220618,140.2
20220618,137.8
20220619,139.0
20220619,143.6
20220619,141.5
20220620,135.2
20220620,136.5
20220620,135.5
20220621,137.8
20220621,138.7
20220621,137.1
20220622,127.8
20220622,128.7
20220622,125.1
20220623,121.1
20220623,121.4
20220623,117.9
20220624,115.3
20220624,115.4
20220624,114.1
20220625,106.5
20220625,108.1
20220625,106.1
20220626,103.3
20220626,102.0
20220626,100.2
20220627,99.8
20220627,98.2
20220627,97.2
20220628,96.8
20220628,96.1
20220628,92.4
20220629,91.9
20220629,96.2
20220629,96.0
20220630,95.5
20220630,95.7
20220630,97.9
20220701,97.9
20220701,98.0
20220701,96.0
20220702,97.3
20220702,100.2
20220702,99.6
20220703,102.3
20220703,102.2
20220703,99.3
20220704,105.1
20220704,104.4
20220704,105.2
20220705,111.9
20220705,109.4
20220705,112.6
20220706,115.9
20220706,114.6
20220706,116.6
20220707,119.5
20220707,121.3
20220707,120.6
20220708,130.2
20220708,129.6
20220708,138.5
20220709,139.5
20220709,136.9
20220709,143.3
20220710,156.7
20220710,153.0
20220710,156.3
20220711,161.6
20220711,161.0
20220711,160.1
20220712,165.4
20220712,164.9
20220712,162.5
20220713,168.4
20220713,164.8
20220713,161.2
20220714,172.4
20220714,169.0
20220714,171.0
20220715,169.6
20220715,171.4
20220715,172.6
20220716,179.1
20220716,176.2
20220716,175.4
20220717,166.2
20220717,161.2
20220717,158.8
20220718,152.0
20220718,149.4
20220718,148.5
20220719,141.1
20220719,144.1
20220719,138.7
20220720,133.2
20220720,132.2
20220720,129.4
20220721,122.4
20220721,121.7
20220721,122.0
20220722,117.4
20220722,114.7
20220722,111.9
20220723,109.1
20220723,110.5
20220723,109.6
20220724,104.5
20220724,107.1
20220724,102.8
20220725,102.6
20220725,102.3
20220725,101.5
20220726,99.3
20220726,98.8
20220726,98.5
20220727,97.1
20220727,98.0
20220727,97.3
20220728,93.5
20220728,93.4
20220728,92.9
20220729,92.4
20220729,93.0
20220729,92.5
20220730,91.3
20220730,90.8
20220730,92.7
20220731,92.1
20220731,94.3
20220731,99.0
20220801,97.6
20220801,95.4
20220801,96.3
20220802,100.5
20220802,97.8
20220802,98.6
20220803,99.1
20220803,99.9
20220803,99.1
20220804,107.2
20220804,108.8
20220804,111.3
20220805,113.5
20220805,112.2
20220805,111.9
20220806,115.5
20220806,116.3
20220806,116.9
20220807,115.3
20220807,116.1
20220807,115.7
20220808,111.6
20220808,113.0
20220808,112.1
20220809,110.7
20220809,109.4
20220809,110.2
20220810,109.8
20220810,107.6
20220810,109.2
20220811,112.1
20220811,114.8
20220811,112.1
20220812,117.3
20220812,119.5
20220812,120.2
20220813,123.3
20220813,124.2
20220813,123.4
20220814,125.9
20220814,125.5
20220814,125.6
20220815,134.3
20220815,130.6
20220815,131.8
20220816,131.0
20220816,128.5
20220816,131.3
20220817,128.6
20220817,122.7
20220817,120.7
20220818,121.1
20220818,116.5
20220818,117.4
20220819,108.4
20220819,105.4
20220819,107.4
20220820,102.7
20220820,101.5
20220820,98.9
20220821,96.8
20220821,97.0
20220821,95.2
20220822,98.4
20220822,102.6
20220822,98.0
20220823,102.6
20220823,100.9
20220823,100.1
20220824,106.6
20220824,107.8
20220824,107.9
20220825,115.9
20220825,117.8
20220825,114.8
20220826,124.2
20220826,118.6
20220826,118.5
20220827,130.4
20220827,127.5
20220827,122.1
20220828,151.6
20220828,251.9
20220828,133.5
20220829,357.1
20220829,130.6
20220829,123.0
20220830,117.5
20220830,125.6
20220830,130.0
20220831,113.2
20220831,113.3
20220831,113.5
20220901,116.2
20220901,116.3
20220901,116.9
20220902,123.5
20220902,129.8
20220902,126.8
20220903,121.9
20220903,123.4
20220903,127.4
20220904,130.8
20220904,128.3
20220904,125.5
20220905,130.8
20220905,130.2
20220905,124.0
20220906,126.9
20220906,126.2
20220906,123.1
20220907,125.5
20220907,126.1
20220907,124.6
20220908,127.5
20220908,126.6
20220908,123.8
20220909,123.7
20220909,126.2
20220909,123.7
20220910,128.4
20220910,135.9
20220910,131.9
20220911,148.4
20220911,151.5
20220911,151.0
20220912,149.8
20220912,150.4
20220912,152.2
20220913,154.2
20220913,154.1
20220913,155.1
20220914,146.1
20220914,144.3
20220914,142.6
20220915,138.7
20220915,139.7
20220915,136.0
20220916,134.3
20220916,131.1
20220916,130.4
20220917,136.0
20220917,131.5
20220917,132.8
20220918,135.2
20220918,136.1
20220918,134.1
20220919,134.8
20220919,127.9
20220919,130.2
20220920,137.6
20220920,137.2
20220920,134.9
20220920,133.3
20220921,135.6
20220921,136.9
20220921,133.4
20220922,137.4
20220922,136.7
20220922,137.8
20220923,147.9
20220923,146.3
20220923,142.2
20220924,148.3
20220924,146.5
20220924,147.4
20220925,139.7
20220925,134.7
20220925,133.2
20220926,135.8
20220926,135.1
20220926,136.2
20220927,136.1
20220927,134.5
20220927,130.6
20220928,134.9
20220928,134.8
20220928,132.2
20220929,141.2
20220929,137.2
20220929,134.1
20220930,138.6
20220930,137.1
20220930,130.6
20221001,143.4
20221001,147.9
20221001,139.9
20221002,147.4
20221002,153.9
20221002,146.7
20221003,154.4
20221003,155.1
20221003,165.3
20221004,159.0
20221004,152.4
20221004,150.0
20221005,157.8
20221005,161.0
20221005,160.4
20221006,158.4
20221006,155.7
20221006,156.6
20221007,165.0
20221007,159.7
20221007,156.8
20221008,158.8
20221008,157.2
20221008,158.1
20221009,165.8
20221009,160.5
20221009,158.1
20221010,170.9
20221010,163.2
20221010,150.8
20221011,157.3
20221011,150.3
20221011,148.2
20221012,139.9
20221012,140.6
20221012,138.1
20221013,130.8
20221013,130.0
20221013,124.5
20221014,119.9
20221014,120.5
20221014,118.0
20221015,118.2
20221015,115.1
20221015,113.5
20221016,120.6
20221016,119.2
20221016,118.6
20221017,123.4
20221017,125.6
20221017,120.5
20221017,121.4
20221018,114.7
20221018,113.9
20221018,110.0
20221019,111.0
20221019,113.2
20221019,111.7
20221020,118.8
20221020,115.8
20221020,114.1
20221021,110.8
20221021,109.4
20221021,108.4
20221022,104.1
20221022,105.0
20221022,105.0
20221023,106.4
20221023,108.4
20221023,105.5
20221023,108.7
20221024,111.3
20221024,114.8
20221024,113.7
20221025,114.8
20221025,116.3
20221025,116.7
20221026,120.8
20221026,122.4
20221026,125.3
20221027,127.8
20221027,129.7
20221027,129.7
20221028,130.4
20221028,129.3
20221028,134.5
20221029,135.5
20221029,133.9
20221029,130.7
20221030,130.8
20221030,130.5
20221030,132.6
20221031,130.9
20221031,127.9
20221031,130.5
20221101,128.4
20221101,128.1
20221101,127.4
20221102,126.9
20221102,129.7
20221102,129.5
20221103,128.1
20221103,125.3
20221103,126.8
20221104,114.5
20221104,117.7
20221104,128.8
20221105,133.7
20221105,131.1
20221105,132.2
20221106,135.0
20221106,130.8
20221106,133.0
20221107,138.4
20221107,134.6
20221107,134.5
20221108,134.5
20221108,132.3
20221108,133.8
20221109,133.6
20221109,137.6
20221109,135.7
20221110,138.1
20221110,138.7
20221110,137.4
20221111,137.6
20221111,137.6
20221111,134.3
20221112,144.3
20221112,138.2
20221112,138.2
20221113,136.4
20221113,137.0
20221113,134.8
20221114,139.6
20221114,141.5
20221114,138.8
20221115,135.2
20221115,134.2
20221115,134.6
20221116,132.5
20221116,132.9
20221116,129.0
20221117,118.5
20221117,119.2
20221117,118.1
20221118,115.2
20221118,116.0
20221118,116.7
20221119,115.9
20221119,115.1
20221119,118.3
20221120,118.7
20221120,119.1
20221120,119.0
20221121,116.7
20221121,117.0
20221121,115.0
20221122,117.4
20221122,115.7
20221122,115.9
20221123,113.4
20221123,113.3
20221123,111.7
20221124,109.5
20221124,109.7
20221124,110.2
20221125,108.7
20221125,108.5
20221125,107.4
20221126,108.0
20221126,107.1
20221126,108.1
20221127,106.6
20221127,107.2
20221127,107.3
20221128,107.7
20221128,107.0
20221128,106.8
20221129,108.7
20221129,107.9
20221129,109.4
20221130,112.0
20221130,111.0
20221130,112.6
20221201,118.5
20221201,118.7
20221201,118.1
20221202,122.9
20221202,124.0
20221202,125.7
20221203,133.4
20221203,133.8
20221203,134.8
20221204,146.2
20221204,143.7
20221204,144.9
20221205,152.3
20221205,149.8
20221205,150.0
20221206,144.4
20221206,144.2
20221206,145.6
20221207,146.6
20221207,148.0
20221207,144.0
20221208,141.8
20221208,140.1
20221208,143.0
20221208,144.9
20221208,143.5
20221209,152.2
20221209,149.1
20221209,145.2
20221210,142.7
20221210,141.7
20221210,147.3
20221211,146.9
20221211,147.7
20221211,146.9
20221212,153.1
20221212,150.8
20221212,153.4
20221213,153.7
20221213,153.0
20221213,151.5
20221214,162.5
20221214,164.7
20221214,169.3
20221215,171.0
20221215,165.9
20221215,163.9
20221216,166.7
20221216,163.1
20221216,162.1
20221217,157.4
20221217,154.6
20221217,156.0
20221218,159.0
20221218,155.6
20221218,153.5
20221219,156.9
20221219,152.4
20221219,155.2
20221220,147.6
20221220,146.4
20221220,146.6
20221221,140.6
20221221,138.7
20221221,141.8
20221222,134.8
20221222,131.3
20221222,131.7
20221223,127.4
20221223,127.7
20221223,128.7
20221224,132.8
20221224,133.3
20221224,135.3
20221225,143.8
20221225,144.0
20221225,144.7
20221226,149.0
20221226,150.5
20221226,150.4
20221227,156.9
20221227,159.0
20221227,158.5
20221228,162.4
20221228,160.4
20221228,159.0
20221229,161.8
20221229,162.8
20221229,167.0
20221230,162.3
20221230,178.3
20221230,166.7
20221231,160.6
20221231,164.9
20221231,167.8
20230101,153.0
20230101,152.6
20230101,151.5
20230102,148.3
20230102,146.4
20230102,145.5
20230103,155.4
20230103,152.0
20230103,148.5
20230103,147.3
20230104,148.6
20230104,151.0
20230104,147.5
20230105,155.1
20230105,154.3
20230105,154.1
20230106,173.4
20230106,172.4
20230106,172.0
20230107,178.4
20230107,178.9
20230107,178.9
20230108,182.9
20230108,183.8
20230108,182.5
20230108,179.3
20230108,177.3
20230109,188.0
20230109,190.9
20230109,188.3
20230110,199.0
20230110,193.0
20230110,190.1
20230111,196.7
20230111,195.1
20230111,200.8
20230112,206.7
20230112,211.6
20230112,207.9
20230113,218.6
20230113,208.5
20230113,215.2
20230114,222.1
20230114,227.8
20230114,239.3
20230115,244.9
20230115,234.3
20230115,231.8
20230116,230.7
20230116,228.1
20230116,233.0
20230117,224.1
20230117,221.7
20230117,221.3
20230118,217.1
20230118,220.3
20230118,219.1
20230119,224.6
20230119,226.1
20230119,230.1
20230120,224.2
20230120,217.5
20230120,219.5
20230121,211.8
20230121,208.7
20230121,205.3
20230122,202.6
20230122,198.6
20230122,206.1
20230123,189.3
20230123,189.1
20230123,191.8
20230124,183.8
20230124,180.2
20230124,176.6
20230125,175.5
20230125,171.8
20230125,170.5
20230126,152.4
20230126,150.6
20230126,146.4
20230127,144.5
20230127,144.9
20230127,140.8
20230128,136.9
20230128,137.6
20230128,135.0
20230129,134.5
20230129,137.0
20230129,134.5
20230130,135.7
20230130,135.9
20230130,135.5
20230131,139.3
20230131,137.0
20230131,138.1
20230201,134.6
20230201,133.5
20230201,135.8
20230202,134.7
20230202,134.9
20230202,134.4
20230203,135.3
20230203,134.5
20230203,134.9
20230204,140.9
20230204,139.0
20230204,141.7
20230205,141.8
20230205,144.0
20230205,146.0
20230206,153.8
20230206,156.7
20230206,157.5
20230207,181.1
20230207,184.7
20230207,185.2
20230208,192.3
20230208,197.6
20230208,214.6
20230209,208.3
20230209,214.9
20230209,201.7
20230210,218.1
20230210,207.8
20230210,212.5
20230211,216.3
20230211,209.5
20230211,210.0
20230212,199.0
20230212,199.7
20230212,197.6
20230213,189.9
20230213,188.0
20230213,189.2
20230213,186.8
20230214,179.5
20230214,179.7
20230214,178.5
20230215,175.0
20230215,173.7
20230215,171.6
20230216,166.9
20230216,163.2
20230216,168.2
20230217,165.0
20230217,343.1
20230217,182.0
20230218,168.3
20230218,167.4
20230218,167.2
20230218,165.5
20230219,166.1
20230219,169.0
20230219,168.1
20230220,162.6
20230220,159.8
20230220,159.4
20230221,160.3
20230221,160.9
20230221,161.5
20230222,151.7
20230222,151.9
20230222,153.0
20230223,150.3
20230223,148.2
20230223,151.1
20230224,159.7
20230224,164.1
20230224,187.4
20230225,152.4
20230225,279.3
20230225,179.5
20230226,158.8
20230226,159.0
20230226,159.7
20230227,160.7
20230227,161.2
20230227,156.9
20230228,169.8
20230228,160.9
20230228,162.8
20230301,157.2
20230301,162.0
20230301,161.1
20230302,164.9
20230302,168.8
20230302,171.1
20230303,175.7
20230303,190.9
20230303,171.6
20230304,191.1
20230304,181.6
20230304,179.9
20230305,192.7
20230305,179.8
20230305,183.7
20230306,186.8
20230306,188.0
